name,opening_hours,price_level,id,scope,rating,types,plus_code,user_ratings_total,vicinity,place_id,business_status,geometry,photos,reference,icon
CVS,{'open_now': False},,b8aa84d20b6d34b32a123b298bd2e90c4a59f2a2,GOOGLE,3.7,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'XMCV+RH Lawrence, KS, United States', 'global_code': '86C6XMCV+RH'}",18,"4841 Bauer Farm Drive, Lawrence",ChIJ-xa9XJ9uv4cRpQ-c2IIGLWE,OPERATIONAL,"{'location': {'lat': 38.9721047, 'lng': -95.3060833}, 'viewport': {'northeast': {'lat': 38.9735336802915, 'lng': -95.30473501970849}, 'southwest': {'lat': 38.9708357197085, 'lng': -95.30743298029151}}}","[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107730263030183047576"">CVS</a>'], 'photo_reference': 'CmRZAAAA7WH3HTdOZvmSb1DqtrhKrjh8W37Z_v0XKVe0mIg2FtJ03XzvXBCY94Le31n72-5xO5_CT3cGxIFw8VXnC-tr4NhHWqsk5M7qZHYndLHjKMwr55_fQNgHDBsXWWBuOKkoEhDiPqe4Lf6uRQo802pTc828GhSg-JzdSzxUIQsTUmpvtvk1fSzmFg', 'width': 1067}]",ChIJ-xa9XJ9uv4cRpQ-c2IIGLWE,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,ee0c48e07d35207c441216ad4a4d281fafad6ccf,GOOGLE,3.8,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': 'XPC9+FJ Lawrence, KS, United States', 'global_code': '86C6XPC9+FJ'}",21,"3421 West 6th Street, Lawrence",ChIJrcxo7sJuv4cRejdcnZhn29k,OPERATIONAL,"{'location': {'lat': 38.9711367, 'lng': -95.2808781}, 'viewport': {'northeast': {'lat': 38.9724858802915, 'lng': -95.2795646197085}, 'southwest': {'lat': 38.9697879197085, 'lng': -95.2822625802915}}}","[{'height': 2221, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100570755860207856563"">Don Dean</a>'], 'photo_reference': 'CmRaAAAASy9GQoRC3ZFdIeWy9GZrJeTwbAvfgvzEHhZxYbl2tgpBwUKb8idngy7FegtdHnL8j-DaI94omNvMmlYY29B2KGxJDOn4foZsmq6I5ckatfSdUFRSa-Ln5LVNIJFa5ALFEhDO9iMAkARp5M8rjpNjT6hXGhQPoZD_vvMlzZ9VsrNkL7oIzayb-A', 'width': 3561}]",ChIJrcxo7sJuv4cRejdcnZhn29k,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,0d268ca16c83c023ab87449b6fa8c48aca6a94c8,GOOGLE,3.3,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '28W9+W2 Topeka, KS, United States', 'global_code': '86F628W9+W2'}",43,"1001 Southwest Topeka Boulevard, Topeka",ChIJKaFoVBsDv4cR8Vu8kbg5QME,OPERATIONAL,"{'location': {'lat': 39.0473094, 'lng': -95.68243249999999}, 'viewport': {'northeast': {'lat': 39.0486434302915, 'lng': -95.68102626970848}, 'southwest': {'lat': 39.0459454697085, 'lng': -95.68372423029149}}}","[{'height': 1116, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117817339312756505330"">Walgreens</a>'], 'photo_reference': 'CmRaAAAA2Saj1e8alZOMQtFl6itOCp1CEaR5-LpI1oAdGiFVTPvWzSKlAb6gVOCyieOetGTmDux0a6MGgYm53n0HziVFpwiAO9vjJDas5DWWQTQJNCQf7QHjTwBexo0FUB0nEIs3EhAQa4JA1cEx966CT4aadPAMGhSfuMaayAEaUu4RYgbsBU7HH6wpXA', 'width': 1116}]",ChIJKaFoVBsDv4cR8Vu8kbg5QME,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,5df615568f19704ef313af165bc4566a0ff6d703,GOOGLE,3.8,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '262Q+69 Topeka, KS, United States', 'global_code': '86F6262Q+69'}",16,"3630 Southwest Wanamaker Road, Topeka",ChIJIejOytrivocRJPGQknUMh4M,OPERATIONAL,"{'location': {'lat': 39.00058409999999, 'lng': -95.7615537}, 'viewport': {'northeast': {'lat': 39.00178798029149, 'lng': -95.7602032697085}, 'southwest': {'lat': 38.99909001970849, 'lng': -95.7629012302915}}}","[{'height': 1116, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110088897441996646794"">Walgreens</a>'], 'photo_reference': 'CmRaAAAAfhcGCRi8ijzQHN1Cguo_pacagHY8qclmjSqkDL1x7qc4TlAdbN3HdzUhB2xRRdsyJqA43fhaV-2F9sv_IMHnuA24G22ULakcS-mx4NWQJFhwxvFYDwoH6AjuQOVDuDL9EhDugRg6hwUZi5qgOZJl-H0kGhRgJ98KVwBttu3VqNyj_9ECLLauOw', 'width': 1116}]",ChIJIejOytrivocRJPGQknUMh4M,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,f90c26af7602bd775453a9d308cee7388d44df94,GOOGLE,3.5,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '372F+5P Topeka, KS, United States', 'global_code': '86F6372F+5P'}",29,"1001 Southwest Gage Boulevard, Topeka",ChIJqTq7WIECv4cR-E_HHSyVttI,OPERATIONAL,"{'location': {'lat': 39.05047279999999, 'lng': -95.7257009}, 'viewport': {'northeast': {'lat': 39.0518082802915, 'lng': -95.7242009197085}, 'southwest': {'lat': 39.0491103197085, 'lng': -95.7268988802915}}}","[{'height': 1116, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117431595142557346211"">Walgreens</a>'], 'photo_reference': 'CmRaAAAAoums4dOdUxQkxlGYbA11ROxO_oLKMc8MLLGwjzs3Ntbww3RrXaahhhHJ_wVaMit2rUGsNIyGogFUHb4GDyK0MRihTNQXK2HlII_d2ayu1y_N2u-Wy-zmIYzf16JoAKNVEhDPt0OJ_XV7GPGW8tVCUPmXGhQtYMc406lwB2eDi7rpPxQT2SI7Ag', 'width': 1116}]",ChIJqTq7WIECv4cR-E_HHSyVttI,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,ad9e4d5fca27c1a8f802dbbfb4d8dec70e169e65,GOOGLE,3.4,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': 'WQV5+8C Lawrence, KS, United States', 'global_code': '86C6WQV5+8C'}",23,"400 West 23rd Street, Lawrence",ChIJlQh3Crpov4cRw81C6yp9VYk,OPERATIONAL,"{'location': {'lat': 38.9433071, 'lng': -95.24145689999999}, 'viewport': {'northeast': {'lat': 38.94465628029149, 'lng': -95.24015116970848}, 'southwest': {'lat': 38.94195831970849, 'lng': -95.2428491302915}}}","[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107351563208650319452"">Jackie Ayler</a>'], 'photo_reference': 'CmRaAAAAGDg86jpZnAQVoSjH9ycDJBru_Rfj0E3xb4Ppx7ejfCHkArur9bLBmaYSUI_TmDbqUohpzAtQZcxU5xwK-SMhik99wfjr-nVhjd0oTzU2Jza2lYtmt4JsyBNw25BueoDQEhDc2mQ37s5qpsJ86SWT5C8TGhRI067E-VRiFz350ceE13uYz_G90Q', 'width': 2988}]",ChIJlQh3Crpov4cRw81C6yp9VYk,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,025813576408f0db462995e7be15b74bf6685493,GOOGLE,4.6,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '2827+H5 Topeka, KS, United States', 'global_code': '86F62827+H5'}",11,"3696 Southwest Topeka Boulevard, Topeka",ChIJEeoGvNgcv4cRWyVTZHFlACA,OPERATIONAL,"{'location': {'lat': 39.0014531, 'lng': -95.6871129}, 'viewport': {'northeast': {'lat': 39.0028022302915, 'lng': -95.68586366970848}, 'southwest': {'lat': 39.0001042697085, 'lng': -95.6885616302915}}}","[{'height': 1116, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103151115482742349381"">Walgreens</a>'], 'photo_reference': 'CmRaAAAA5n4WgzGncox-6_kAbJo4pXhWI_s8y50yGzchu-uY4rlSfWw0Cz8TlcWr_7pNBKcCbbf9fLiNKjkc-PBjkcXN-aT2Z39O1hu_ITkVB9eARwLgye4Vx8rZmUBRymMc24DxEhB1uZ3F8rEPPBFQaFHHI_eJGhTMAtxZrUmavPSqgj8w-2MFch_qvQ', 'width': 1116}]",ChIJEeoGvNgcv4cRWyVTZHFlACA,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,50bf56cab79628dd38fb629a2689bb2ef04c6dad,GOOGLE,2.8,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '38QM+6Q Topeka, KS, United States', 'global_code': '86F638QM+6Q'}",24,"2101 Northwest Topeka Boulevard, Topeka",ChIJ5XA-8-gDv4cR-T0Q2j4tnMw,OPERATIONAL,"{'location': {'lat': 39.0880433, 'lng': -95.6655205}, 'viewport': {'northeast': {'lat': 39.08930043029149, 'lng': -95.66417026970849}, 'southwest': {'lat': 39.0866024697085, 'lng': -95.66686823029151}}}","[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116982117178166057251"">Sue Johnson</a>'], 'photo_reference': 'CmRaAAAAqW_A-8EdjU-wU7tAYzo4rwikgs7L3F8_6AjAleWVotF-9TAb1oJrkBwG1DQ6I7dJWdzfKo7sOTcb4pc3z2choaPP0WXyI2QE3-iNyjw0huWyi6hOYE6KTBlP8UPP3FkwEhA6_1u0wpY_JZCLNWktz5oQGhQxj7NRcLuIFBAfw-wP3Kxc84s_Lw', 'width': 1273}]",ChIJ5XA-8-gDv4cR-T0Q2j4tnMw,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,73b524415b3286bd4bbc959b0488040930a52d1f,GOOGLE,3.8,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '27H4+74 Topeka, KS, United States', 'global_code': '86F627H4+74'}",23,"2121 Southwest Fairlawn Road, Topeka",ChIJb8Uae0T9vocRZQZLqaIAOpA,OPERATIONAL,"{'location': {'lat': 39.0282342, 'lng': -95.7446758}, 'viewport': {'northeast': {'lat': 39.0295827302915, 'lng': -95.7433474697085}, 'southwest': {'lat': 39.0268847697085, 'lng': -95.7460454302915}}}","[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101592125694200669876"">Hey Buttons</a>'], 'photo_reference': 'CmRaAAAA-jSdCqlS3yU9pscL1GrWBeqO4s6DuNWNP-GQ7ljm6D-alk8JSSDBvPUCj6JLv68-Icj5QcSwCIt-nNK1qE3Jx3r4b5VdARb8YaGXkGmczMA9QFylqshvRsZ9j8-zEfzKEhCbWbLgrD8Bb06_hQia6JnXGhStuutQ3cxN98xUTZZ73qJtdkcGmA', 'width': 3840}]",ChIJb8Uae0T9vocRZQZLqaIAOpA,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Jayhawk Pharmacy and Patient Supply,{'open_now': False},,0959e0ecaecfcaee218e989492491de64f0e8105,GOOGLE,3.5,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': '268C+2G Topeka, KS, United States', 'global_code': '86F6268C+2G'}",6,"2860 Southwest Mission Woods Drive, Topeka",ChIJXT9XltP8vocRcQlVuW0iCKk,OPERATIONAL,"{'location': {'lat': 39.01505150000001, 'lng': -95.7786608}, 'viewport': {'northeast': {'lat': 39.0162812802915, 'lng': -95.77737886970849}, 'southwest': {'lat': 39.0135833197085, 'lng': -95.7800768302915}}}",,ChIJXT9XltP8vocRcQlVuW0iCKk,https://maps.gstatic.com/mapfiles/place_api/icons/pharmacy_cross-71.png
Walgreens,{'open_now': True},2,4c4865f26ee267fe3ebd78fd2d5b00d645365c23,GOOGLE,4.4,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '287X+W3 Topeka, KS, United States', 'global_code': '86F6287X+W3'}",13,"2901 Southeast California Avenue, Topeka",ChIJDzbCXawcv4cR7MZgtrQU9xc,OPERATIONAL,"{'location': {'lat': 39.0147764, 'lng': -95.65226299999999}, 'viewport': {'northeast': {'lat': 39.0161245802915, 'lng': -95.65061521970848}, 'southwest': {'lat': 39.0134266197085, 'lng': -95.65331318029149}}}","[{'height': 1535, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110056014323866385314"">Zac Glenn</a>'], 'photo_reference': 'CmRaAAAACztnbqfJOtOgPgLyAer7D2qUjdQQygaTtCT_Q4oNt9eaf2brZ9GASorGbGoTEsC9mA9tOXcGVc8BA0LJSn1B1SduQs3p_fXctZC1hg6AlkE_MPt6QmcZYclTtSLZyKu3EhBRQWt2LzLRHgATjjdsWY4QGhRWjP-ycABcPjO7oMkhKKmncYdHag', 'width': 3767}]",ChIJDzbCXawcv4cR7MZgtrQU9xc,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Tallgrass Pharmacy,{'open_now': False},,bc219d170998479d4fe81b0497bfa17eaaa6c9bb,GOOGLE,4.3,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': '364M+W4 Topeka, KS, United States', 'global_code': '86F6364M+W4'}",4,"601 Southwest Corporate View, Topeka",ChIJU4eXXKn9vocRnMobITkEirE,OPERATIONAL,"{'location': {'lat': 39.0572807, 'lng': -95.7671932}, 'viewport': {'northeast': {'lat': 39.0587016802915, 'lng': -95.7658457197085}, 'southwest': {'lat': 39.0560037197085, 'lng': -95.7685436802915}}}",,ChIJU4eXXKn9vocRnMobITkEirE,https://maps.gstatic.com/mapfiles/place_api/icons/pharmacy_cross-71.png
Doug's Pharmacy,{'open_now': False},,a25562ee396c1673246bc7c953fda603919d1b0a,GOOGLE,5,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': '42QX+36 Rossville, KS, United States', 'global_code': '86F642QX+36'}",4,"430 Main Street, Rossville",ChIJcZZxq1r2vocRbLWydCyHzio,OPERATIONAL,"{'location': {'lat': 39.13767989999999, 'lng': -95.9519431}, 'viewport': {'northeast': {'lat': 39.13903003029149, 'lng': -95.9507191197085}, 'southwest': {'lat': 39.1363320697085, 'lng': -95.95341708029152}}}","[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112026051669566484876"">Doug&#39;s Pharmacy</a>'], 'photo_reference': 'CmRaAAAAjXzfAmlgR1O78WvqzmbYuwFairU6_FfLhxguHPv1WbnV4NWLR2cfOIKoxppXRLWFN_vEwNRq4WSR8jUOa3makI1w1osW6qj638815XphviWVFwoab7J6NOK780L0fTimEhD2OLrjbydKPXDEqrx0CqMEGhQM_QSy70Qc5WOH86GW1LYpytnyHA', 'width': 1498}]",ChIJcZZxq1r2vocRbLWydCyHzio,https://maps.gstatic.com/mapfiles/place_api/icons/pharmacy_cross-71.png
CVS,{'open_now': False},,3633eb4ed091ac8973184297d45410b7b076a701,GOOGLE,2.7,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': '27HF+HP Topeka, KS, United States', 'global_code': '86F627HF+HP'}",14,"3901 Southwest 21st Street, Topeka",ChIJ08HluqYCv4cRktmSuoloDI8,OPERATIONAL,"{'location': {'lat': 39.02893220000001, 'lng': -95.7257459}, 'viewport': {'northeast': {'lat': 39.0305539302915, 'lng': -95.7243940697085}, 'southwest': {'lat': 39.0278559697085, 'lng': -95.7270920302915}}}","[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111404451337024339605"">Daivd Brosa</a>'], 'photo_reference': 'CmRaAAAAUQzwF7d1PfVfgP3P6nvheyN3B5pdcmYFR7V3INftgZRv9CJmLAH8uD5RxLyQvrohJr6jeRaU8XgLDdNMB76PCWbD0wTO6Cnj0PC2kYNFB7dkq6GKqRi9MyxGq8YmrI-VEhBnQnolYmuG3DYq33zYPJAOGhQKtfQJezI_PACpkSQfZ0EX0PYK-w', 'width': 5312}]",ChIJ08HluqYCv4cRktmSuoloDI8,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,27ed5a3f532529a6c3fca37ee2adfe0dea60a3e8,GOOGLE,4,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '278F+49 Topeka, KS, United States', 'global_code': '86F6278F+49'}",19,"3900 Southwest 29th Street, Topeka",ChIJzU3wPqsCv4cRrT2SrDjFiuY,OPERATIONAL,"{'location': {'lat': 39.01532909999999, 'lng': -95.7265116}, 'viewport': {'northeast': {'lat': 39.01661783029149, 'lng': -95.72516081970849}, 'southwest': {'lat': 39.0139198697085, 'lng': -95.7278587802915}}}","[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111404451337024339605"">Daivd Brosa</a>'], 'photo_reference': 'CmRaAAAAGNkcI4AjV3f-Df6WbmwyKbs35QnsI5TtTilnpOuVaaKkDyyN8waZktrt0j1oejF7lFbbETCOXafKSRezalmKVEK_lzz_Rxbuhg7rZPPSciQYdTkEG47np3j4e2hK-6ryEhAM10XrhBVdoOqS4pZlzidLGhQI1MPqTx345ZkUVRWmpxMbPYeHsA', 'width': 5312}]",ChIJzU3wPqsCv4cRrT2SrDjFiuY,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Valley Falls Pharmacy,{'open_now': False},,676391665a4a8eadcddb97f26914c83798cae6e4,GOOGLE,5,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': '8GWV+H6 Valley Falls, KS, United States', 'global_code': '86F68GWV+H6'}",1,"320 Broadway Street, Valley Falls",ChIJX8-aeDijv4cRCVg8Qi9irGg,OPERATIONAL,"{'location': {'lat': 39.3463901, 'lng': -95.4569156}, 'viewport': {'northeast': {'lat': 39.34760103029149, 'lng': -95.45556526970849}, 'southwest': {'lat': 39.34490306970849, 'lng': -95.45826323029151}}}","[{'height': 360, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116246901072474103711"">Valley Falls Pharmacy</a>'], 'photo_reference': 'CmRaAAAA7yEHGJk3LfvtFzq1lkrz6jAWtJ9LkaBlqm6MgJyXxDD97R1WBKmpdtvQmpq3l7BTNe1pfWptOfGzwHO0DxHzDr9ZMWmdawwCy3_dqhhEj26IbYCiDcaX-520zVYhT-5DEhCPjvHNiubX_9_pLoHAsic8GhSv41533IGjZJWQfL2_nw5YY2uUlg', 'width': 480}]",ChIJX8-aeDijv4cRCVg8Qi9irGg,https://maps.gstatic.com/mapfiles/place_api/icons/pharmacy_cross-71.png
AuBurn Pharmacy,{'open_now': False},,9b0ee45d0a523e5f70c7ac9ba2dbea60fd9cbede,GOOGLE,3.3,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'J5QH+5R Osage City, KS, United States', 'global_code': '86C6J5QH+5R'}",3,"890 Lakin Street, Osage City",ChIJWQb_cdjQvocRH7IJIsqp1Qc,OPERATIONAL,"{'location': {'lat': 38.6379772, 'lng': -95.8203949}, 'viewport': {'northeast': {'lat': 38.6387255802915, 'lng': -95.81905286970849}, 'southwest': {'lat': 38.6360276197085, 'lng': -95.8217508302915}}}","[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100307326525540515353"">AuBurn Pharmacy</a>'], 'photo_reference': 'CmRaAAAAmLLS_Q14b_y5nTY4PKA7xOOVPmDf_tsBi_MHPDG9VsktLiFAEJE7VrwvE20mcu6SqN4U3TyHJrEWF9wju21ICHTRs6D-qPWLBGUP8JaMnuVAcUjKCc_k8OJ3j6awVkjvEhDUmHFc6jzh-UatRNpXcJNTGhQ16Ch3aJv1RyJaEGvrHj3fjMnMFQ', 'width': 1000}]",ChIJWQb_cdjQvocRH7IJIsqp1Qc,https://maps.gstatic.com/mapfiles/place_api/icons/pharmacy_cross-71.png
Schroeder Drugs,{'open_now': False},,446a2fe80d15597caebcee7cb75c974a6d0d1889,GOOGLE,4.5,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'J5MF+RM Osage City, KS, United States', 'global_code': '86C6J5MF+RM'}",6,"535 Market Street, Osage City",ChIJheHVDdjQvocRgC-pjKM4gIA,OPERATIONAL,"{'location': {'lat': 38.63450699999999, 'lng': -95.8258395}, 'viewport': {'northeast': {'lat': 38.63592238029149, 'lng': -95.8244905697085}, 'southwest': {'lat': 38.63322441970849, 'lng': -95.82718853029151}}}","[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105376511989939313839"">Vicky Lynn</a>'], 'photo_reference': 'CmRaAAAAPzmrKTGv0mmWIYtW4n4-xaMck3ASXtdiq5q1_47ouT-KCJxoT1r2D9ezkIrrPD1uaXhC1kjxogxwSF_azbKNat7egGHFRDJ65QFOepSCG9TTRFAszVAfRwnG5NmFIFUQEhDlL_FHFmzwCgCE7pffyh9AGhTsgB2oDvxUpsB-dTmGsXrqhjRx1A', 'width': 1440}]",ChIJheHVDdjQvocRgC-pjKM4gIA,https://maps.gstatic.com/mapfiles/place_api/icons/pharmacy_cross-71.png
Hy-Vee Pharmacy,{'open_now': False},2,43e22531ee56951b53c6c166b33cf1bd2e5fad21,GOOGLE,4.1,"['pharmacy', 'drugstore', 'veterinary_care', 'gym', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'WPV9+MQ Lawrence, KS, United States', 'global_code': '86C6WPV9+MQ'}",8,"3504 Clinton Parkway, Lawrence",ChIJ7UextDFpv4cRIRd8j_0n2So,OPERATIONAL,"{'location': {'lat': 38.944175, 'lng': -95.28052199999999}, 'viewport': {'northeast': {'lat': 38.9454548302915, 'lng': -95.27916271970848}, 'southwest': {'lat': 38.9427568697085, 'lng': -95.28186068029149}}}","[{'height': 700, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108503388131762809004"">Hy-Vee Pharmacy</a>'], 'photo_reference': 'CmRaAAAA1ByLARapm_xZ08Ryo2ptJulvHPF6E4IwsbiKlWuusA-0hYEEJrYIrvVAHt4vUZuO89w3yoekoLWnQSsEsse4CRTlL5mco3n11Jr-BjR2J9IL9EFJJgBLHWNYYk-m_VkzEhAJRPpLQWYZpyO1nQH7M6gLGhQxWWQR7Bj2zK0EC0X9bPrwexEpxQ', 'width': 700}]",ChIJ7UextDFpv4cRIRd8j_0n2So,https://maps.gstatic.com/mapfiles/place_api/icons/pharmacy_cross-71.png
Hy-Vee Pharmacy,{'open_now': False},2,ba93836d2a71ab16119b59a27b12cb6b088d9c9f,GOOGLE,4,"['pharmacy', 'drugstore', 'veterinary_care', 'gym', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': '267P+2F Topeka, KS, United States', 'global_code': '86F6267P+2F'}",11,"2951 Southwest Wanamaker Road, Topeka",ChIJuWXkKC39vocRxrgmlu-GR6E,OPERATIONAL,"{'location': {'lat': 39.012534, 'lng': -95.76382199999999}, 'viewport': {'northeast': {'lat': 39.01393983029151, 'lng': -95.76247206970848}, 'southwest': {'lat': 39.01124186970851, 'lng': -95.7651700302915}}}","[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116622929301929681101"">Adam Eidson</a>'], 'photo_reference': 'CmRaAAAAERViRnMg2HP4EBnZbtKQ-PLydI2lJq9FKHpUOntj-aOs3V3jDpYhda8dfgaFBRSPfm2gYuMGb2_M8rMzDkCpZZX0fEFJkit6XX0eH5EVG9t4IBbhgv8g1TZeDJQzuXjiEhB8k_Sc6jDjq1R97DFpgvV-GhTinz0CW7UMCyLTg9gSDIkMtiYIPQ', 'width': 5312}]",ChIJuWXkKC39vocRxrgmlu-GR6E,https://maps.gstatic.com/mapfiles/place_api/icons/pharmacy_cross-71.png
CVS,{'open_now': False},,b8aa84d20b6d34b32a123b298bd2e90c4a59f2a2,GOOGLE,3.7,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'XMCV+RH Lawrence, KS, United States', 'global_code': '86C6XMCV+RH'}",18,"4841 Bauer Farm Drive, Lawrence",ChIJ-xa9XJ9uv4cRpQ-c2IIGLWE,OPERATIONAL,"{'location': {'lat': 38.9721047, 'lng': -95.3060833}, 'viewport': {'northeast': {'lat': 38.9735336802915, 'lng': -95.30473501970849}, 'southwest': {'lat': 38.9708357197085, 'lng': -95.30743298029151}}}","[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107730263030183047576"">CVS</a>'], 'photo_reference': 'CmRZAAAAedA45MTCgOYsF_HnlLR6LBB2-pqEQOmy4NnnalCbuhiga_TlJcoqYEMatnyQ6Et4HH4IVaukaqvbiv7P_YjcRcWWiAKbpOyIIQGmZJ8H2xmMYzGI6i6tE08BoyCLITq8EhBWZz1j7xh6uDbElbQIXnCPGhQA75CxvBib6GGPec_PSAybSBtwUQ', 'width': 1067}]",ChIJ-xa9XJ9uv4cRpQ-c2IIGLWE,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Walgreens,{'open_now': True},2,ee0c48e07d35207c441216ad4a4d281fafad6ccf,GOOGLE,3.8,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': 'XPC9+FJ Lawrence, KS, United States', 'global_code': '86C6XPC9+FJ'}",21,"3421 West 6th Street, Lawrence",ChIJrcxo7sJuv4cRejdcnZhn29k,OPERATIONAL,"{'location': {'lat': 38.9711367, 'lng': -95.2808781}, 'viewport': {'northeast': {'lat': 38.9724858802915, 'lng': -95.2795646197085}, 'southwest': {'lat': 38.9697879197085, 'lng': -95.2822625802915}}}","[{'height': 2221, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100570755860207856563"">Don Dean</a>'], 'photo_reference': 'CmRaAAAAlSkqM4O0DMI5qF6FtcGxEZ97WDZgsXAdqOV1aNFH3HfzQFDZQVsF-_43Y-1hN7tTB02A4yR8DmV7MsYSjQ65x9g9VRQSDAUqGMXg0F2lwMZF0dm-z3YsxzWSiNvHawC3EhAGj-INGmMPHOYriqOIZZFkGhRKErNsfjTX9SbQlfi4ohJV3AN-iw', 'width': 3561}]",ChIJrcxo7sJuv4cRejdcnZhn29k,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
